Student,2023-11-21
E21CSEU0130,0
E21CSEU0152,0
E21CSEU0130,0
E21CSEU0152,1
E21CSEU0130,0
E21CSEU0152,0
E21CSEU0130,0
E21CSEU0152,0
E21CSEU0130,0
E21CSEU0152,1
